Title,Price,Beds,Baths,Garage,Size_sqm,Location,Details_URL
3 Bedroom House,2200000.0,3.0,2.0,3.0,405.0,,
3 Bedroom House,2420000.0,3.0,2.0,6.0,518.0,,
3 Bedroom House,1630000.0,3.0,2.0,4.0,711.0,,
3 Bedroom Townhouse,930000.0,3.0,25.0,2.0,7897.0,,
3 Bedroom House,1950000.0,3.0,1.0,12.0,2139.0,,
3 Bedroom House,2610000.0,3.0,2.0,6.0,1047.0,,
4 Bedroom House,1499000.0,4.0,1.0,4.0,1205.0,,
3 Bedroom House,699000.0,3.0,15.0,4.0,1457.0,,
3 Bedroom Townhouse,1280000.0,3.0,2.0,2.0,,,
3 Bedroom House,900000.0,3.0,3.0,6.0,860.0,,
3 Bedroom House,1050000.0,3.0,2.0,5.0,360.0,,
2 Bedroom Apartment,490000.0,2.0,1.0,,,,
5 Bedroom House,4950000.0,5.0,4.0,4.0,1391.0,,
2 Bedroom Apartment,530000.0,2.0,1.0,2.0,,,
4 Bedroom House,1870000.0,4.0,25.0,4.0,1178.0,,
3 Bedroom House,2100000.0,3.0,3.0,2.0,747.0,,
3 Bedroom House,2610000.0,3.0,2.0,6.0,1047.0,,
3 Bedroom Townhouse,1195000.0,3.0,2.0,4.0,408.0,,
3 Bedroom House,1300000.0,3.0,3.0,5.0,1484.0,,
2 Bedroom Apartment,585000.0,2.0,1.0,2.0,,,
3 Bedroom Townhouse,2300000.0,3.0,2.0,4.0,,,
3 Bedroom House,680000.0,3.0,1.0,,,,
3 Bedroom House,3450000.0,3.0,2.0,2.0,775.0,,
3 Bedroom House,1450000.0,3.0,25.0,,1267.0,,
4 Bedroom House,4935000.0,4.0,45.0,3.0,680.0,,
3 Bedroom House,1690000.0,3.0,2.0,6.0,1700.0,,
6 Bedroom House,3995000.0,6.0,5.0,3.0,623.0,,
3 Bedroom Townhouse,1050000.0,3.0,2.0,2.0,300.0,,
3 Bedroom Townhouse,2220000.0,3.0,25.0,4.0,,,
3 Bedroom House,1290000.0,3.0,2.0,5.0,1123.0,,
4 Bedroom House,1350000.0,4.0,3.0,4.0,1110.0,,
3 Bedroom Townhouse,2300000.0,3.0,2.0,4.0,,,
3 Bedroom House,3999000.0,3.0,2.0,2.0,,13 Touleier Singel,
2 Bedroom Apartment,680000.0,2.0,1.0,2.0,,,
2 Bedroom Apartment,899000.0,2.0,1.0,2.0,,,
3 Bedroom Apartment,850000.0,3.0,2.0,2.0,,,
2 Bedroom Apartment,469000.0,2.0,1.0,1.0,,,
3 Bedroom House,1198000.0,3.0,25.0,4.0,892.0,,
4 Bedroom House,2199000.0,4.0,4.0,2.0,593.0,,
1 Bedroom Apartment,690000.0,1.0,1.0,,,,
2 Bedroom Townhouse,799000.0,2.0,2.0,2.0,513.0,,
2 Bedroom Townhouse,799000.0,2.0,2.0,2.0,513.0,,
5 Bedroom House,5305000.0,5.0,55.0,2.0,931.0,,
3 Bedroom House,2200000.0,3.0,1.0,4.0,,,
3 Bedroom Townhouse,1750000.0,3.0,2.0,,400.0,,
2 Bedroom Apartment,685000.0,2.0,1.0,1.0,,,
2 Bedroom Townhouse,2750000.0,2.0,2.0,2.0,,,
1 Bedroom Apartment,488000.0,1.0,1.0,1.0,,,
2 Bedroom Townhouse,1220000.0,2.0,2.0,1.0,,,
4 Bedroom House,2100000.0,4.0,3.0,3.0,,,
1 Bedroom Apartment,750000.0,1.0,1.0,1.0,,,
2 Bedroom Apartment,999000.0,2.0,25.0,1.0,,,
2 Bedroom Apartment,540000.0,2.0,1.0,1.0,,,
1 Bedroom Apartment,420000.0,1.0,1.0,1.0,,,
3 Bedroom Townhouse,2950000.0,3.0,2.0,2.0,194.0,13 Touleier Singel,
1 Bedroom Apartment,695000.0,1.0,1.0,1.0,,,
2 Bedroom Apartment,1070000.0,2.0,2.0,,,,
2 Bedroom Apartment,700000.0,2.0,1.0,1.0,,,
3 Bedroom House,970000.0,3.0,1.0,3.0,309.0,,
3 Bedroom House,900000.0,3.0,1.0,1.0,486.0,,
5 Bedroom House,3000000.0,5.0,2.0,2.0,1816.0,,
2 Bedroom Apartment,840000.0,2.0,1.0,1.0,,,
2 Bedroom Townhouse,1099000.0,2.0,1.0,1.0,,,
2 Bedroom Apartment,860000.0,2.0,2.0,,,,
4 Bedroom House,4500000.0,4.0,2.0,12.0,6400.0,,
4 Bedroom House,650000.0,4.0,2.0,5.0,,,
3 Bedroom Apartment,,3.0,2.0,2.0,,,
1 Bedroom Apartment,2715000.0,1.0,1.0,16.0,2855.0,,
4 Bedroom House,3150000.0,4.0,35.0,5.0,1335.0,,
5 Bedroom House,3000000.0,5.0,5.0,7.0,500.0,,
3 Bedroom House,2500000.0,3.0,2.0,2.0,1102.0,,
3 Bedroom Townhouse,960000.0,3.0,2.0,4.0,280.0,,
4 Bedroom House,1400000.0,4.0,25.0,2.0,1428.0,,
3 Bedroom Townhouse,795000.0,3.0,2.0,1.0,9401.0,,
3 Bedroom House,3950000.0,3.0,4.0,4.0,390.0,,
5 Bedroom House,1340000.0,5.0,2.0,1.0,2040.0,,
1 Bedroom Apartment,490000.0,1.0,1.0,1.0,35.0,,
2 Bedroom Townhouse,1099000.0,2.0,1.0,1.0,,,
4 Bedroom House,2900000.0,4.0,45.0,2.0,420.0,,
2 Bedroom Apartment,220000.0,2.0,1.0,,,,
4 Bedroom House,1399000.0,4.0,3.0,7.0,,,
1 Bedroom Apartment,499000.0,1.0,1.0,1.0,,93 Maree Street,
3 Bedroom Townhouse,2795000.0,3.0,2.0,2.0,306.0,"3 Peninsula, Eagles Landing",
4 Bedroom House,3490000.0,4.0,35.0,4.0,600.0,,
2 Bedroom Townhouse,900000.0,2.0,2.0,2.0,,,
2 Bedroom Apartment,1195000.0,2.0,2.0,2.0,67.0,38 Steve Biko,
4 Bedroom House,3450000.0,4.0,45.0,6.0,502.0,,
3 Bedroom Townhouse,2050000.0,3.0,25.0,2.0,,,
4 Bedroom House,4995000.0,4.0,35.0,4.0,879.0,Padma St Hartbeespoort,
5 Bedroom House,1995000.0,5.0,4.0,6.0,1002.0,,
4 Bedroom House,2650000.0,4.0,3.0,1.0,1001.0,,
3 Bedroom House,1440000.0,3.0,2.0,4.0,522.0,,
6 Bedroom House,3195000.0,6.0,45.0,6.0,654.0,1 Antigua Village,
3 Bedroom House,1050000.0,3.0,2.0,4.0,823.0,,
3 Bedroom House,1690000.0,3.0,3.0,5.0,521.0,12 Kwartel Street,
2 Bedroom House,1099000.0,2.0,2.0,2.0,,,
3 Bedroom House,1995000.0,3.0,2.0,1.0,195.0,"30 Providence Village, 30 Providence Village, Leloko",
3 Bedroom Townhouse,1620000.0,3.0,2.0,3.0,490.0,,
4 Bedroom House,2300000.0,4.0,4.0,6.0,1438.0,,
3 Bedroom Townhouse,2795000.0,3.0,2.0,2.0,306.0,"3 Peninsula, Eagles Landing",
4 Bedroom House,2100000.0,4.0,15.0,2.0,1539.0,,
3 Bedroom Apartment,860000.0,3.0,2.0,2.0,,Line Road,
2 Bedroom Apartment,475000.0,2.0,1.0,1.0,,,
2 Bedroom Apartment,345000.0,2.0,1.0,2.0,,,
2 Bedroom House,818900.0,2.0,1.0,,189.0,,
1 Bedroom Apartment,428000.0,1.0,1.0,1.0,,"F6 Kampus Studios (61), 1 Silver Street",
1 Bedroom Apartment,935000.0,1.0,1.0,,,,
1 Bedroom Apartment,930000.0,1.0,1.0,,,,
3 Bedroom Townhouse,750000.0,3.0,2.0,3.0,4818.0,,
2 Bedroom Apartment,480000.0,2.0,1.0,,,,
4 Bedroom House,1350000.0,4.0,3.0,6.0,54136.0,,
3 Bedroom Townhouse,750000.0,3.0,2.0,3.0,4818.0,,
2 Bedroom Apartment,440000.0,2.0,15.0,1.0,,,
2 Bedroom Apartment,642000.0,2.0,1.0,,,,
3 Bedroom House,3800000.0,3.0,2.0,4.0,2974.0,,
2 Bedroom Apartment,695000.0,2.0,1.0,2.0,,,
1 Bedroom Apartment,680000.0,1.0,1.0,1.0,,,
2 Bedroom Apartment,1250000.0,2.0,1.0,1.0,,"7 Palm Valley, 7 Monica Street",
2 Bedroom Apartment,690000.0,2.0,1.0,,,,
5 Bedroom House,890000.0,5.0,,,,,
8 Bedroom House,2150000.0,8.0,6.0,8.0,1800.0,,
4 Bedroom House,1750000.0,4.0,2.0,3.0,995.0,,
4 Bedroom House,2390000.0,4.0,4.0,6.0,1692.0,,
5 Bedroom House,5375000.0,5.0,4.0,2.0,593.0,,
Apartment,1090000.0,,,,,,
3 Bedroom House,3250000.0,3.0,25.0,7.0,510.0,,
2 Bedroom House,,2.0,1.0,,855.0,"3 Bedroom Home With Flatlet, Stilfontein Road",
3 Bedroom House,1800000.0,3.0,15.0,4.0,994.0,,
4 Bedroom House,3400000.0,4.0,1.0,1.0,812.0,,
2 Bedroom House,1695000.0,2.0,1.0,2.0,258.0,,
3 Bedroom Townhouse,3250000.0,3.0,25.0,8.0,510.0,,
1 Bedroom Apartment,550000.0,1.0,1.0,2.0,,,
3 Bedroom House,2760000.0,3.0,2.0,4.0,352.0,31 Schubert Road,
6 Bedroom House,8000000.0,6.0,6.0,16.0,2137.0,,
4 Bedroom House,3400000.0,4.0,1.0,1.0,812.0,,
4 Bedroom House,1720000.0,4.0,2.0,1.0,990.0,,
3 Bedroom House,550000.0,3.0,2.0,,,,
2 Bedroom House,960000.0,2.0,1.0,4.0,,,
2 Bedroom House,760000.0,2.0,2.0,1.0,,,
3 Bedroom House,1150000.0,3.0,2.0,4.0,754.0,,
4 Bedroom House,6483000.0,4.0,4.0,4.0,580.0,68 Everglades Estate,
3 Bedroom House,1270000.0,3.0,2.0,3.0,333.0,,
3 Bedroom Townhouse,1295000.0,3.0,2.0,6.0,,29 Bosduif Crescent,
3 Bedroom House,3990000.0,3.0,3.0,2.0,1403.0,,
8 Bedroom House,2495000.0,8.0,5.0,12.0,2579.0,,
3 Bedroom Townhouse,848000.0,3.0,25.0,2.0,,,
House,1000000.0,,,,1000.0,,
4 Bedroom House,1750000.0,4.0,2.0,7.0,1360.0,,
2 Bedroom Apartment,629000.0,2.0,2.0,2.0,,,
3 Bedroom House,1550000.0,3.0,2.0,7.0,1165.0,,
8 Bedroom House,4489000.0,8.0,9.0,8.0,1181.0,,
3 Bedroom House,950000.0,3.0,2.0,4.0,409.0,,
4 Bedroom House,12500000.0,4.0,4.0,4.0,3262.0,632a Wild Fig Drive,
4 Bedroom House,2400000.0,4.0,2.0,6.0,1080.0,,
2 Bedroom Apartment,579000.0,2.0,1.0,,,,
3 Bedroom House,4725000.0,3.0,3.0,4.0,,,
3 Bedroom House,1560000.0,3.0,2.0,2.0,1500.0,11 Giraffe Street,
2 Bedroom Townhouse,860000.0,2.0,1.0,1.0,,,
2 Bedroom Townhouse,535000.0,2.0,1.0,1.0,,,
2 Bedroom Townhouse,860000.0,2.0,1.0,1.0,,,
1 Bedroom Apartment,470000.0,1.0,1.0,1.0,,,
3 Bedroom House,950000.0,3.0,2.0,7.0,300.0,,
House,330000.0,,,,,,
5 Bedroom House,,5.0,2.0,4.0,1135.0,,
3 Bedroom House,3899000.0,3.0,3.0,6.0,1068.0,,
1 Bedroom Apartment,350000.0,1.0,1.0,1.0,,"60 Ss Campus @ Home, 4531 Wilgen",
6 Bedroom House,4590000.0,6.0,5.0,5.0,1053.0,,
3 Bedroom House,1425000.0,3.0,2.0,5.0,750.0,,
1 Bedroom Apartment,450000.0,1.0,1.0,1.0,,,
3 Bedroom House,1250000.0,3.0,2.0,3.0,375.0,,
2 Bedroom House,460000.0,2.0,2.0,1.0,550.0,,
3 Bedroom House,1900000.0,3.0,2.0,2.0,1000.0,5516 Tinderwood,
2 Bedroom House,960000.0,2.0,1.0,4.0,,,
3 Bedroom Townhouse,1760000.0,3.0,2.0,4.0,342.0,,
2 Bedroom House,960000.0,2.0,1.0,4.0,,,
2 Bedroom Apartment,645000.0,2.0,1.0,2.0,,,
2 Bedroom Apartment,935000.0,2.0,1.0,1.0,,,
1 Bedroom House,1725000.0,1.0,1.0,2.0,,,
3 Bedroom House,895000.0,3.0,1.0,,344.0,,
1 Bedroom Apartment,499000.0,1.0,1.0,1.0,,"32 Storm Street, Bultpark 2",
3 Bedroom Townhouse,1450000.0,3.0,2.0,2.0,189.0,,
1 Bedroom Apartment,520000.0,1.0,1.0,1.0,,,
4 Bedroom House,2950000.0,4.0,25.0,7.0,1200.0,,
2 Bedroom Apartment,550000.0,2.0,1.0,2.0,,,
2 Bedroom Apartment,680000.0,2.0,1.0,1.0,,,
3 Bedroom House,1945000.0,3.0,1.0,2.0,1427.0,,
1 Bedroom Apartment,665000.0,1.0,1.0,1.0,,3034 College Avenue,
5 Bedroom House,1495000.0,5.0,3.0,8.0,1391.0,,
1 Bedroom House,1050000.0,1.0,1.0,1.0,18.0,,
3 Bedroom House,1945000.0,3.0,1.0,2.0,1427.0,,
2 Bedroom Townhouse,649000.0,2.0,2.0,1.0,1869.0,,
3 Bedroom Apartment,1600000.0,3.0,2.0,2.0,,,
1 Bedroom Apartment,870000.0,1.0,1.0,1.0,,,
5 Bedroom House,5555000.0,5.0,4.0,2.0,1009.0,1142 M-Lize,
2 Bedroom House,2395000.0,2.0,2.0,2.0,778.0,,
2 Bedroom Apartment,350000.0,2.0,1.0,1.0,73.0,,
2 Bedroom House,840000.0,2.0,1.0,3.0,1487.0,,
6 Bedroom House,3000000.0,6.0,4.0,4.0,1327.0,,
1 Bedroom Apartment,535000.0,1.0,1.0,2.0,,,
3.5 Bedroom House,1399000.0,35.0,2.0,6.0,581.0,,
4 Bedroom House,1500000.0,4.0,3.0,7.0,1232.0,,
2 Bedroom Apartment,430000.0,2.0,2.0,2.0,,,
2 Bedroom Apartment,410000.0,2.0,1.0,1.0,,"Villa De Bell, 1 Michael Heyns Street",
3 Bedroom Townhouse,1890000.0,3.0,3.0,2.0,,,
3 Bedroom House,745000.0,3.0,2.0,5.0,735.0,,
4 Bedroom House,2690000.0,4.0,25.0,4.0,378.0,,
4 Bedroom House,1300000.0,4.0,2.0,7.0,985.0,,
3 Bedroom House,1500000.0,3.0,2.0,4.0,,,
2 Bedroom House,1490000.0,2.0,1.0,4.0,,,
4 Bedroom House,1600000.0,4.0,3.0,6.0,,,
4 Bedroom House,1600000.0,4.0,3.0,6.0,,,
4 Bedroom House,1050000.0,4.0,3.0,3.0,,,
House,550000.0,,,,,,
2 Bedroom Townhouse,1400000.0,2.0,2.0,2.0,,,
2 Bedroom House,770000.0,2.0,1.0,2.0,345.0,,
2 Bedroom Townhouse,1520000.0,2.0,1.0,3.0,,,
3 Bedroom House,3795000.0,3.0,2.0,8.0,1500.0,238 Eagle Owl Street,
2 Bedroom Townhouse,975000.0,2.0,1.0,4.0,280.0,,
5 Bedroom Townhouse,1950000.0,5.0,4.0,4.0,600.0,,
3 Bedroom House,529200.0,3.0,1.0,1.0,,,
4 Bedroom House,2400000.0,4.0,3.0,2.0,,,
3 Bedroom House,1050000.0,3.0,2.0,3.0,,,
4 Bedroom House,2200000.0,4.0,2.0,7.0,1.0,,
2 Bedroom Apartment,1160000.0,2.0,2.0,2.0,,,
3 Bedroom House,3698000.0,3.0,4.0,4.0,688.0,90 Rue Montagne,
3 Bedroom House,2190000.0,3.0,2.0,4.0,537.0,,
4 Bedroom Townhouse,1700000.0,4.0,3.0,2.0,180.0,,
2 Bedroom Apartment,720000.0,2.0,15.0,1.0,,,
2 Bedroom Apartment,550000.0,2.0,1.0,1.0,,,
2 Bedroom Apartment,445000.0,2.0,1.0,1.0,,,
3 Bedroom House,1200000.0,3.0,2.0,2.0,,,
1 Bedroom Apartment,727000.0,1.0,1.0,,,,
3 Bedroom Apartment,595000.0,3.0,2.0,2.0,,,
1 Bedroom Apartment,640000.0,1.0,1.0,1.0,,,
3 Bedroom House,850000.0,3.0,2.0,4.0,,,
3 Bedroom Townhouse,1050000.0,3.0,2.0,2.0,,,
1 Bedroom Apartment,420000.0,1.0,1.0,1.0,,,
3 Bedroom Townhouse,1619000.0,3.0,2.0,3.0,,,
1 Bedroom Apartment,575000.0,1.0,1.0,1.0,,,
6 Bedroom House,4700000.0,6.0,35.0,4.0,85.0,,
3 Bedroom Townhouse,1360000.0,3.0,2.0,4.0,,,
3 Bedroom Apartment,595000.0,3.0,2.0,2.0,,,
2 Bedroom Apartment,720000.0,2.0,1.0,,,,
4 Bedroom House,1470000.0,4.0,25.0,2.0,,,
3 Bedroom House,870000.0,3.0,1.0,4.0,1487.0,,
28 Bedroom House,2999000.0,28.0,20.0,20.0,2950.0,,
2 Bedroom Apartment,660000.0,2.0,1.0,2.0,,,
2 Bedroom Apartment,637000.0,2.0,1.0,2.0,,,
2 Bedroom Apartment,540000.0,2.0,1.0,2.0,,,
1 Bedroom Apartment,368000.0,1.0,1.0,1.0,,,
2 Bedroom Apartment,585000.0,2.0,1.0,1.0,,,
2 Bedroom Apartment,925000.0,2.0,1.0,2.0,,,
3 Bedroom House,580000.0,3.0,1.0,2.0,271.0,,
2 Bedroom Apartment,450000.0,2.0,1.0,,,,
1 Bedroom Apartment,395000.0,1.0,1.0,3.0,,,
2 Bedroom Townhouse,675000.0,2.0,1.0,1.0,2438.0,,
3 Bedroom House,1695000.0,3.0,2.0,2.0,416.0,5 Bark Avenue Birchwood Country Estate,
3 Bedroom House,2495000.0,3.0,25.0,2.0,442.0,196 Thorn Crescent,
4 Bedroom House,5350000.0,4.0,45.0,4.0,816.0,,
3 Bedroom Townhouse,1050000.0,3.0,2.0,2.0,,,
3 Bedroom Townhouse,1260000.0,3.0,2.0,2.0,280.0,,
3 Bedroom Apartment,800000.0,3.0,2.0,1.0,,,
2 Bedroom House,1299000.0,2.0,2.0,6.0,1427.0,,
2 Bedroom Apartment,629000.0,2.0,1.0,2.0,,,
3 Bedroom Townhouse,1050000.0,3.0,2.0,1.0,,,
2 Bedroom Apartment,770000.0,2.0,1.0,,,,
2 Bedroom Apartment,730000.0,2.0,1.0,,,,
3 Bedroom House,754000.0,3.0,2.0,1.0,52370.0,,
4 Bedroom House,5350000.0,4.0,45.0,4.0,816.0,,
3 Bedroom House,3150000.0,3.0,3.0,2.0,818.0,31 Buffalo,
4 Bedroom House,2550000.0,4.0,25.0,3.0,1487.0,45 Baldwin Street,
3 Bedroom House,2099000.0,3.0,2.0,2.0,,,
3 Bedroom Townhouse,895000.0,3.0,2.0,2.0,,,
3 Bedroom House,1950000.0,3.0,2.0,4.0,359.0,"Gateway Manor, 744/43 Gateway Manor",
3 Bedroom Apartment,1200000.0,3.0,2.0,3.0,,,
4 Bedroom House,2900000.0,4.0,4.0,4.0,2056.0,Kock Street,
House,2200000.0,,,2.0,1449.0,12 Hertzog Street,
2 Bedroom Townhouse,1199000.0,2.0,2.0,1.0,193.0,,
3 Bedroom House,580000.0,3.0,15.0,5.0,1400.0,,
3 Bedroom House,1950000.0,3.0,2.0,2.0,390.0,,
3 Bedroom Apartment,1200000.0,3.0,2.0,3.0,,,
4 Bedroom House,2300000.0,4.0,3.0,2.0,613.0,,
3 Bedroom House,1600000.0,3.0,2.0,2.0,400.0,,
2 Bedroom Townhouse,1459000.0,2.0,2.0,1.0,303.0,,
1 Bedroom Apartment,1250000.0,1.0,1.0,1.0,,"Phase 1, 23 Lifestyle Edge",
1 Bedroom Apartment,1030000.0,1.0,1.0,1.0,,,
3 Bedroom Apartment,845000.0,3.0,1.0,2.0,,,
1 Bedroom Apartment,320700.0,1.0,1.0,1.0,,,
3 Bedroom House,1200000.0,3.0,25.0,4.0,1980.0,,
3 Bedroom House,930000.0,3.0,2.0,2.0,300.0,,
2 Bedroom Apartment,870000.0,2.0,1.0,1.0,,,
3 Bedroom House,3830000.0,3.0,3.0,2.0,,,
12 Bedroom Apartment,4500000.0,12.0,5.0,8.0,,,
2 Bedroom Apartment,770000.0,2.0,1.0,,,,
3 Bedroom Townhouse,1595000.0,3.0,3.0,2.0,,,
4 Bedroom House,3800000.0,4.0,4.0,2.0,772.0,,
House,950000.0,,,,2855.0,,
5 Bedroom House,1649000.0,5.0,3.0,6.0,951.0,,
2 Bedroom House,1243000.0,2.0,2.0,2.0,,,
3 Bedroom House,1120000.0,3.0,1.0,1.0,1091.0,,
3 Bedroom Townhouse,1200000.0,3.0,2.0,,112.0,,
2 Bedroom Apartment,985000.0,2.0,2.0,1.0,,,
1 Bedroom Apartment,530000.0,1.0,1.0,,,,
1 Bedroom Apartment,425000.0,1.0,1.0,1.0,,,
3 Bedroom House,1250000.0,3.0,1.0,2.0,,,
4 Bedroom Townhouse,1520000.0,4.0,3.0,4.0,,,
1 Bedroom Apartment,730000.0,1.0,1.0,1.0,,,
2 Bedroom Apartment,770000.0,2.0,1.0,,,,
3 Bedroom Townhouse,1900000.0,3.0,25.0,2.0,,Schubert Street,
7 Bedroom Townhouse,3150000.0,7.0,5.0,4.0,,7 Buffalo Thorn,
3 Bedroom House,4608000.0,3.0,2.0,4.0,513.0,,
3 Bedroom Townhouse,1600000.0,3.0,25.0,6.0,,47 Boshoff Street,
1 Bedroom Apartment,995000.0,1.0,1.0,,,"4 Thabanoka, 26 Dr Kolbe Avenue",
2 Bedroom House,830000.0,2.0,1.0,2.0,208.0,,
3 Bedroom House,1500000.0,3.0,3.0,2.0,,,
House,850000.0,,,,,,
3 Bedroom Apartment,1250000.0,3.0,2.0,2.0,,,
3 Bedroom Apartment,720000.0,3.0,2.0,2.0,,,
2 Bedroom House,670000.0,2.0,1.0,2.0,282.0,,
